location_id,station_id,route_name,latitude,longitude,county,city,aadt,measurement_year,traffic_volume_category,highway_type,functional_class,urban_rural,lane_count,median_type,access_control,truck_percentage,peak_hour_factor,directional_split,data_source,data_collection_date,data_quality_score
31151,566117,ON RAMP FROM CTH BD TO USH 12 WB,43.55969096081367,-89.77824508891062,Sauk,,2800,2021,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.119792,80.0
31152,566120,FERN DELL RD  WEST OF USH 12  DELTON TNSHP - ,43.559972888323145,-89.78265154960762,Sauk,,1600,2021,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.119917,80.0
31153,566121,CTH BD BTWN USH 12  & TIMOTHY LN DELTON TNSHP ,43.5572103930096,-89.77876266336418,Sauk,,4500,2021,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.119954,80.0
31154,566118,OFF RAMP FROM USH 12 WB TO FERN DELL RD  DELTON,43.55694810467713,-89.78088526136175,Sauk,,270,2021,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.119983,80.0
31155,566119,ON RAMP FROM FERN DELL RD TO USH 12 EB,43.55756876407199,-89.7820395591473,Sauk,,360,2021,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120009,80.0
31156,200565,CTH V BTWN REINHARDT RD & USH 151 FOND DU LAC,43.73996003484302,-88.42004629609045,Fond Du Lac,,3400,2017,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120034,80.0
31166,402799,W VILLARD AVE EAST OF N 35TH ST MILWAUKEE,43.11186351421426,-87.95082672143116,Milwaukee,,10000,2019,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120066,80.0
31167,402802,W VILLARD AVE EAST OF N TEUTONIA AVE MILWAUKEE,43.11184972130833,-87.94943104601485,Milwaukee,,8500,2019,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120093,80.0
31169,402804,STH 57 NORTH OF W HAMPTON AVE MILWAUKEE,43.10571312561271,-87.931478861357,Milwaukee,,17700,2023,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120118,80.0
31170,402806,STH 57  NORTH OF W CAPITOL DR MILWAUKEE,43.09254744184362,-87.9247389353423,Milwaukee,,28200,2016,High,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120175,80.0
31171,402808,STH 190 CAPITOL DR BTWN N HOLTON & RICHARDS STS MILWAUKEE,43.08916380042164,-87.90609797263691,Milwaukee,,26600,2023,High,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120214,80.0
31172,402953,N HOLTON ST SOUTH OF E CAPITOL DR MILWAUKEE,43.08811807708789,-87.90484357379303,Milwaukee,,7900,2019,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120241,80.0
31173,402935,N 8TH ST NORTH OF W ATKINSON AVE MILWAUKEE,43.08361474099545,-87.92112834820264,Milwaukee,,3500,2016,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120273,80.0
31174,402933,W KEEFE AVE PKWY WEST OF N 8TH ST MILWAUKEE,43.08163502517002,-87.92181756702885,Milwaukee,,6000,2013,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120298,80.0
31175,402941,W ATKINSON AVE EAST OF N 7TH ST MILWAUKEE,43.08209907141289,-87.91924715510899,Milwaukee,,8500,2019,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120321,80.0
31176,402950,W KEEFE AVE EAST OF N PORT WASHINGTON AVE MILWAUKEE,43.08210143034671,-87.91657281431576,Milwaukee,,12300,2016,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120342,80.0
31178,184115,GALLOWAY BTWN N BARSTOW & N FARWELL EAU CLAIRE,44.81463372902416,-91.50073074094855,Eau Claire,,1100,2021,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120364,80.0
31179,180524,GALLOWAY BTWN N DEWEY & N FARWELL EAU CLAIRE,44.814764068583045,-91.49968612681126,Eau Claire,,5400,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120385,80.0
31182,180521,GALLOWAY BTWN PUTNAM & RR TRACKS EAU CLAIRE,44.81478719221831,-91.49399501524468,Eau Claire,,4400,2021,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120415,80.0
31183,180560,N FARWELL BTWN MADISON & WISCONSIN EAU CLAIRE,44.81607733161489,-91.50043470370866,Eau Claire,,8000,2017,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120442,80.0
31184,180561,N BARSTOW BTWN E MADISON & WISCONSIN EAU CLAIRE,44.81587170262871,-91.50173374871866,Eau Claire,,3700,2017,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120472,80.0
31185,180559,E MADISON BTWN FARWELL & BARSTOW EAU CLAIRE,44.816476051387504,-91.50136786147924,Eau Claire,,14700,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120499,80.0
31186,180945,MADISON ST E OF FOREST ST EAU CLAIRE,44.81629637752401,-91.50276788105927,Eau Claire,,15000,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120520,80.0
31187,180706,BIRCH ST BTWN DEWEY & ERIN EAU CLAIRE,44.82045036043561,-91.49863820776125,Eau Claire,,1400,2021,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120541,80.0
31188,180534,BIRCH BTWN FRANKLIN & GERMANIA EAU CLAIRE,44.82046210774051,-91.49626119098978,Eau Claire,,10200,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120560,80.0
31190,180535,BIRCH BTWN PUTNAM & COCHRANE EAU CLAIRE ,44.82047992646671,-91.49356079600726,Eau Claire,,11000,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120582,80.0
31192,180554,MADISON ST BTWN MAPPA ST & BELLINGER ST - EAU CLAIRE,44.815581738654764,-91.50995917951501,Eau Claire,,14300,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120613,80.0
31195,180566,PLATT BTWN FIRST & OXFORD EAU CLAIRE,44.818324171353886,-91.51012217499003,Eau Claire,,6600,2017,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120639,80.0
31196,180546,PLATT BTWN BELLINGER ST. & THIRD EAU CLAIRE,44.818283983120416,-91.51186246926994,Eau Claire,,9600,2017,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120660,80.0
31198,180540,VINE BTWN 4TH & 3RD EAU CLAIRE,44.819039244182086,-91.5157439686895,Eau Claire,,3600,2017,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120681,80.0
31200,180589,FIFTH AVE BTWN LAKE & W GRAND AV EAU CLAIRE,44.80745648960332,-91.50977660170965,Eau Claire,,6700,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120704,80.0
31201,180590,FIFTH AVE BTWN BROADWAY & NIAGARA EAU CLAIRE,44.80539460134,-91.50977218577569,Eau Claire,,5300,2021,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.120724,80.0
31202,210210,CTH DD WEST OF STH 52 NASHVILLE TNSHP,45.38379350103873,-88.82092927527601,Forest,,140,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120747,80.0
31203,210224,CTH W 5.5 MI SOUTHEAST OF CRANDON NASHVILLE TNSHP,45.479574719226626,-88.82221997336683,Forest,,620,2022,Low,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120775,80.0
31204,210226,CTH Q SOUTH OF CTH W LINCOLN TNSHP,45.476810216098734,-88.83935599682296,Forest,,150,2022,Low,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120795,80.0
31205,210176,STH 32 NORTH OF STH 52 FREEDOM TNSHP,45.452669473787395,-88.67587214183189,Forest,,2400,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120815,80.0
31206,210177,STH 32 BTWN STH 52 SOUTH & CTH H NORTH WABENO TNSHP,45.44053870714267,-88.67013551697688,Forest,,2900,2018,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120834,80.0
31207,210207,CTH C 1.0 MI EAST OF STH 32 WABENO TNSHP,45.437377415387424,-88.61837384274692,Forest,,290,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120852,80.0
31208,214008,SAND LAKE RD SOUTHEAST OF STH 55 NASHVILLE TNSHP,45.482083923659296,-88.94479971060935,Forest,,120,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120872,80.0
31209,210217,CTH M 1.0 MI WEST OF STH 55 NASHVILLE TNSHP,45.47918573588517,-89.00608482982403,Forest,,150,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120892,80.0
31211,641057,CTH ES BTWN STH 20 & ST PETERS RD EAST TROY,42.795982670154125,-88.38602992592264,Walworth,,3700,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120912,80.0
31212,641051,BEULAH AVE BTWN UNION ST & CTH ES EAST TROY,42.78547595767042,-88.40984034249479,Walworth,,540,2022,Low,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120940,80.0
31213,641052,DIVISION ST BTWN UNIONS ST & CTH ES EAST TROY,42.78583358571979,-88.40591981813091,Walworth,,1400,2018,Low,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120962,80.0
31214,641054,CTH ES CHURCH ST SOUTH OF CTH ES EAST EAST TROY,42.78538151020182,-88.40492613814433,Walworth,,3300,2018,Low,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.120983,80.0
31215,641047,TOWNLINE RD BTWN  CTH ES & I-43 EAST TROY,42.78064798579134,-88.4254248211319,Walworth,,1100,2022,Low,Interstate,,,,,,,,,WisDOT,2025-06-26 21:02:59.121005,80.0
31216,670938,FIELD DR EAST OF CROWBAR DR MUSKEGO,42.90838986493632,-88.18465142273487,Waukesha,,460,2022,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121028,80.0
31217,640200,STH 50  0.1 MI EAST OF USH 12,42.59511109415435,-88.40136847345845,Walworth,,13300,2018,Medium,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121048,80.0
31218,640974,MADISON NORTH OF STH 50 LAKE GENEVA,42.59243818914869,-88.43867142842714,Walworth,,640,2018,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121071,80.0
31219,641280,SPRINGFIELD W OF USH 12 LAKE GENEVA,42.606835245609965,-88.42571260949606,Walworth,,6700,2022,Medium,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121100,80.0
31220,640975,FOREST NORTH OF STH 50 LAKE GENEVA,42.59134593691444,-88.45297832933281,Walworth,,610,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121126,80.0
31221,640767,STH 67 ELKHORN NORTH OF STARK WILLIAMS BAY,42.5845894945592,-88.54095508807627,Walworth,,4600,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121174,80.0
31222,640757,STH 67 GENEVA BTWN WALWORTH AVE & E GENEVA ST,42.57789080232908,-88.54127291225787,Walworth,,7700,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121199,80.0
31223,640213,STH 67 WEST OF THEATER RD WILLIAMS BAY,42.57464324348643,-88.56151702061335,Walworth,,5000,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121219,80.0
31224,641020,CTH NN EB EAST OF USH 12 ELKHORN,42.66935376031166,-88.513029755754,Walworth,,3600,2022,Low,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121237,80.0
31225,640499,CTH NN BTWN BOWERS RD & USH 12 ELKHORN,42.66996908955216,-88.52205963228242,Walworth,,5900,2022,Medium,US Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121256,80.0
31226,640490,STH 67 SOUTH OF DEERE RD ELKHORN,42.65979738728327,-88.54125196175916,Walworth,,8300,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121275,80.0
31227,640489,CTH H & NN W GENEVA ST BTWN WRIGHT & GETZEN STS ELKHORN,42.67019788241943,-88.53871919545222,Walworth,,6500,2022,Medium,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121308,80.0
31228,640487,STH 67 LINCOLN BTWN W GENEVA & ROCKWELL ELKHORN,42.66938723152979,-88.54121591145059,Walworth,,6500,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121332,80.0
31229,641022,CTH H-NN W GENEVA EAST OF STH 67 LINCOLN ELKHORN,42.67026924432706,-88.54038752066091,Walworth,,3300,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121353,80.0
31230,641301,WISCONSIN ST S OF W GENEVA ST  ELKHORN,42.66966107665078,-88.54347876138453,Walworth,,710,2022,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121376,80.0
31231,641025,LINCOLN SOUTH OF WALWORTH AVE ELKHORN,42.67102945368408,-88.54121049793157,Walworth,,6200,2022,Medium,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121396,80.0
31232,641023,JACKSON NORTH OF CTH H-N ELKHORN,42.67104455873254,-88.539473239471,Walworth,,1300,2018,Low,County Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121417,80.0
31233,641026,WALWORTH AVE WEST OF WASHINGTON WALWORTH DELAVAN,42.67190341630631,-88.54281209934913,Walworth,,2100,2022,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121438,80.0
31234,640484,STH 11 WALWORTH BTWN WISCONSIN & S BROAD STS ELKHORN - HPMS,42.67189397577143,-88.54415182586169,Walworth,,5900,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121465,80.0
31235,640485,STH 11 WALWORTH BTWN ADAMS & CHURCH STS ELKHORN - HPMS,42.67184572471772,-88.54702301952575,Walworth,,6700,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121486,80.0
31236,641024,JACKSON SOUTH OF FAIR AVE ELKHORN,42.67270994792369,-88.53942732975916,Walworth,,800,2022,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121508,80.0
31237,641027,LINCOLN SOUTH OF STH 11 COURT ST ELKHORN,42.67283992163296,-88.54123894249247,Walworth,,5900,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121531,80.0
31238,641224,STH 67 BTWN COURT & JEFFERSON ELKHORN,42.67425159757981,-88.54356437089663,Walworth,,4000,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121550,80.0
31239,641223,JEFFERSON WEST OF STH 67 WISCONSIN ELKHORN,42.675036541181534,-88.54413738188968,Walworth,,530,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121571,80.0
31240,641279,CHURCH ST BTWN JEFFERSON & COURT ELKORN,42.674522365625414,-88.54616304401009,Walworth,,2800,2022,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121592,80.0
31241,640465,CHURCH ST BTWN 1ST AVE & PAGE ST ELKHORN,42.6761221518301,-88.54619501399677,Walworth,,2400,2018,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121612,80.0
31243,640493,STH 67 WISCONSIN NORTH OF LINCOLN ST ELKHORN,42.6858201173728,-88.54146468967444,Walworth,,8100,2022,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121631,80.0
31244,640184,STH 11 NORTHEAST OF COBB RD ELKHORN,42.687665928366314,-88.52175214102773,Walworth,,3200,2022,Low,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121653,80.0
31245,510947,SPRING ST SW OF STH 38 RACINE,42.73233098133201,-87.80308425690376,Racine,,17300,2021,Medium,State Highway,,,,,,,,,WisDOT,2025-06-26 21:02:59.121673,80.0
31246,510934,HAMILTON EAST OF MARTIN LUTHER KING DR RACINE,42.73550355534239,-87.7951219067579,Racine,,1900,2021,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121694,80.0
31247,510936,MARTIN LUTHER KING DR SB  N OF ST PATRICK RACINE,42.739997199757724,-87.79547976967861,Racine,,3300,2021,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:02:59.121716,80.0
